expiry,actual_tenor,target_delta,iv
2026-07-04 00:00:00+00:00,1.112424659537037,0.1,0.45674719424302523
2026-07-04 00:00:00+00:00,1.112424659537037,0.2,0.4390395992076779
2026-07-04 00:00:00+00:00,1.112424659537037,0.3,0.43160107409019227
2026-07-04 00:00:00+00:00,1.112424659537037,0.5,0.432281669846631
2026-07-04 00:00:00+00:00,1.112424659537037,0.7,0.4498440075858241
2026-07-04 00:00:00+00:00,1.112424659537037,0.8,0.47131760068717515
2026-07-04 00:00:00+00:00,1.112424659537037,0.9,0.5145965757836355
2026-07-05 00:00:00+00:00,2.1124246595370373,0.1,0.41464941437011194
2026-07-05 00:00:00+00:00,2.1124246595370373,0.2,0.39620974079116705
2026-07-05 00:00:00+00:00,2.1124246595370373,0.3,0.3904685231587867
2026-07-05 00:00:00+00:00,2.1124246595370373,0.5,0.39150739425680103
2026-07-05 00:00:00+00:00,2.1124246595370373,0.7,0.41217992824079447
2026-07-05 00:00:00+00:00,2.1124246595370373,0.8,0.4367963540201294
2026-07-05 00:00:00+00:00,2.1124246595370373,0.9,0.4847735911393298
2026-07-06 00:00:00+00:00,3.1124246595370373,0.1,0.41842430605127195
2026-07-06 00:00:00+00:00,3.1124246595370373,0.2,0.4078914030815284
2026-07-06 00:00:00+00:00,3.1124246595370373,0.3,0.4051966190506806
2026-07-06 00:00:00+00:00,3.1124246595370373,0.5,0.40956317387767327
2026-07-06 00:00:00+00:00,3.1124246595370373,0.7,0.43255545032594633
2026-07-06 00:00:00+00:00,3.1124246595370373,0.8,0.45547703038060144
2026-07-06 00:00:00+00:00,3.1124246595370373,0.9,0.511590639859818
2026-07-10 00:00:00+00:00,7.112424659537037,0.1,0.48915205103146203
2026-07-10 00:00:00+00:00,7.112424659537037,0.2,0.48429588174806615
2026-07-10 00:00:00+00:00,7.112424659537037,0.3,0.4844587224011492
2026-07-10 00:00:00+00:00,7.112424659537037,0.5,0.4900264580218586
2026-07-10 00:00:00+00:00,7.112424659537037,0.7,0.523002855272858
2026-07-10 00:00:00+00:00,7.112424659537037,0.8,0.5527981407141938
2026-07-10 00:00:00+00:00,7.112424659537037,0.9,0.6222800133866472
2026-07-17 00:00:00+00:00,14.112424659537037,0.1,0.49957949705503013
2026-07-17 00:00:00+00:00,14.112424659537037,0.2,0.4931425185891887
2026-07-17 00:00:00+00:00,14.112424659537037,0.3,0.4917007779035799
2026-07-17 00:00:00+00:00,14.112424659537037,0.5,0.5048133022763776
2026-07-17 00:00:00+00:00,14.112424659537037,0.7,0.5384042811452324
2026-07-17 00:00:00+00:00,14.112424659537037,0.8,0.5732622065026293
2026-07-17 00:00:00+00:00,14.112424659537037,0.9,0.6434832007715588
2026-07-24 00:00:00+00:00,21.112424659537037,0.1,0.5059236169157342
2026-07-24 00:00:00+00:00,21.112424659537037,0.2,0.49967779963534853
2026-07-24 00:00:00+00:00,21.112424659537037,0.3,0.5027733057374795
2026-07-24 00:00:00+00:00,21.112424659537037,0.5,0.5114843421852889
2026-07-24 00:00:00+00:00,21.112424659537037,0.7,0.5460616064707591
2026-07-24 00:00:00+00:00,21.112424659537037,0.8,0.580703602787744
2026-07-24 00:00:00+00:00,21.112424659537037,0.9,0.6534712591131699
2026-07-31 00:00:00+00:00,28.112424659537037,0.1,0.5094337718313359
2026-07-31 00:00:00+00:00,28.112424659537037,0.2,0.5055199134563847
2026-07-31 00:00:00+00:00,28.112424659537037,0.3,0.505301070878287
2026-07-31 00:00:00+00:00,28.112424659537037,0.5,0.5151819462184577
2026-07-31 00:00:00+00:00,28.112424659537037,0.7,0.5493499850345243
2026-07-31 00:00:00+00:00,28.112424659537037,0.8,0.5834201567776839
2026-07-31 00:00:00+00:00,28.112424659537037,0.9,0.660536254096562
2026-08-28 00:00:00+00:00,56.112424659537034,0.1,0.5236590536794113
2026-08-28 00:00:00+00:00,56.112424659537034,0.2,0.5182579132896403
2026-08-28 00:00:00+00:00,56.112424659537034,0.3,0.5205
2026-08-28 00:00:00+00:00,56.112424659537034,0.5,0.5279229611593201
2026-08-28 00:00:00+00:00,56.112424659537034,0.7,0.5566566053316903
2026-08-28 00:00:00+00:00,56.112424659537034,0.8,0.5887294557061501
2026-08-28 00:00:00+00:00,56.112424659537034,0.9,0.6518134969469275
2026-09-25 00:00:00+00:00,84.11242465953704,0.1,0.5403109760133024
2026-09-25 00:00:00+00:00,84.11242465953704,0.2,0.5326340887979052
2026-09-25 00:00:00+00:00,84.11242465953704,0.3,0.53264795682099
2026-09-25 00:00:00+00:00,84.11242465953704,0.5,0.540815893579497
2026-09-25 00:00:00+00:00,84.11242465953704,0.7,0.5677330282668754
2026-09-25 00:00:00+00:00,84.11242465953704,0.8,0.59573351742006
2026-09-25 00:00:00+00:00,84.11242465953704,0.9,0.6615041612755365
2026-12-25 00:00:00+00:00,175.11242465953703,0.1,0.5700768399242291
2026-12-25 00:00:00+00:00,175.11242465953703,0.2,0.5636
2026-12-25 00:00:00+00:00,175.11242465953703,0.3,0.5635433850505306
2026-12-25 00:00:00+00:00,175.11242465953703,0.5,0.5678220724519368
2026-12-25 00:00:00+00:00,175.11242465953703,0.7,0.5886492162928867
2026-12-25 00:00:00+00:00,175.11242465953703,0.8,0.6122856526612219
2026-12-25 00:00:00+00:00,175.11242465953703,0.9,0.6727493917274723
2027-03-26 00:00:00+00:00,266.11242465953706,0.1,0.5876800379121763
2027-03-26 00:00:00+00:00,266.11242465953706,0.2,0.5782624904592096
2027-03-26 00:00:00+00:00,266.11242465953706,0.3,0.5781000000000001
2027-03-26 00:00:00+00:00,266.11242465953706,0.5,0.5814093894252103
2027-03-26 00:00:00+00:00,266.11242465953706,0.7,0.5999854733337687
2027-03-26 00:00:00+00:00,266.11242465953706,0.8,0.6230225400987042
2027-03-26 00:00:00+00:00,266.11242465953706,0.9,0.6754200251300456
2027-06-25 00:00:00+00:00,357.11242465953706,0.1,0.5955936252498781
2027-06-25 00:00:00+00:00,357.11242465953706,0.2,0.5870908816148032
2027-06-25 00:00:00+00:00,357.11242465953706,0.3,0.5849277015143755
2027-06-25 00:00:00+00:00,357.11242465953706,0.5,0.5880240079779241
2027-06-25 00:00:00+00:00,357.11242465953706,0.7,0.6085026362008857
2027-06-25 00:00:00+00:00,357.11242465953706,0.8,0.628403852602248
2027-06-25 00:00:00+00:00,357.11242465953706,0.9,0.676715816117904
