expiry,actual_tenor,target_delta,iv
2026-07-04 00:00:00+00:00,1.1124336400694443,0.1,0.31945243980957316
2026-07-04 00:00:00+00:00,1.1124336400694443,0.2,0.2913064882380796
2026-07-04 00:00:00+00:00,1.1124336400694443,0.3,0.2831227837957237
2026-07-04 00:00:00+00:00,1.1124336400694443,0.5,0.27865693112165973
2026-07-04 00:00:00+00:00,1.1124336400694443,0.7,0.28558942316500824
2026-07-04 00:00:00+00:00,1.1124336400694443,0.8,0.2955161640300162
2026-07-04 00:00:00+00:00,1.1124336400694443,0.9,0.3174709876877246
2026-07-05 00:00:00+00:00,2.112433640069445,0.1,0.28467038466647593
2026-07-05 00:00:00+00:00,2.112433640069445,0.2,0.26520046096555583
2026-07-05 00:00:00+00:00,2.112433640069445,0.3,0.2593882770839123
2026-07-05 00:00:00+00:00,2.112433640069445,0.5,0.2600710045325769
2026-07-05 00:00:00+00:00,2.112433640069445,0.7,0.2705850691838162
2026-07-05 00:00:00+00:00,2.112433640069445,0.8,0.28061943797013117
2026-07-05 00:00:00+00:00,2.112433640069445,0.9,0.3016051060820684
2026-07-06 00:00:00+00:00,3.1124336400694443,0.1,0.2844077239486351
2026-07-06 00:00:00+00:00,3.1124336400694443,0.2,0.2693026928819726
2026-07-06 00:00:00+00:00,3.1124336400694443,0.3,0.2648984958254216
2026-07-06 00:00:00+00:00,3.1124336400694443,0.5,0.268899000515782
2026-07-06 00:00:00+00:00,3.1124336400694443,0.7,0.27915709690549734
2026-07-06 00:00:00+00:00,3.1124336400694443,0.8,0.29827409274015976
2026-07-06 00:00:00+00:00,3.1124336400694443,0.9,0.32238022938251515
2026-07-10 00:00:00+00:00,7.112433640069445,0.1,0.351107657269229
2026-07-10 00:00:00+00:00,7.112433640069445,0.2,0.3438909779570874
2026-07-10 00:00:00+00:00,7.112433640069445,0.3,0.3436104629059769
2026-07-10 00:00:00+00:00,7.112433640069445,0.5,0.3557634782461224
2026-07-10 00:00:00+00:00,7.112433640069445,0.7,0.3814144442701638
2026-07-10 00:00:00+00:00,7.112433640069445,0.8,0.40284028333356653
2026-07-10 00:00:00+00:00,7.112433640069445,0.9,0.44486535442097747
2026-07-17 00:00:00+00:00,14.112433640069444,0.1,0.3528502687318308
2026-07-17 00:00:00+00:00,14.112433640069444,0.2,0.3524667866030782
2026-07-17 00:00:00+00:00,14.112433640069444,0.3,0.3536929584195542
2026-07-17 00:00:00+00:00,14.112433640069444,0.5,0.37248450888349427
2026-07-17 00:00:00+00:00,14.112433640069444,0.7,0.40374706899370805
2026-07-17 00:00:00+00:00,14.112433640069444,0.8,0.43090205944812454
2026-07-17 00:00:00+00:00,14.112433640069444,0.9,0.47869198479640035
2026-07-24 00:00:00+00:00,21.112433640069444,0.1,0.3601653136459489
2026-07-24 00:00:00+00:00,21.112433640069444,0.2,0.35850000000000004
2026-07-24 00:00:00+00:00,21.112433640069444,0.3,0.3591400999234996
2026-07-24 00:00:00+00:00,21.112433640069444,0.5,0.3793307271806721
2026-07-24 00:00:00+00:00,21.112433640069444,0.7,0.40905519697952686
2026-07-24 00:00:00+00:00,21.112433640069444,0.8,0.4337984601574304
2026-07-24 00:00:00+00:00,21.112433640069444,0.9,0.480975660228236
2026-07-31 00:00:00+00:00,28.112433640069444,0.1,0.3564995136140153
2026-07-31 00:00:00+00:00,28.112433640069444,0.2,0.3555472217897747
2026-07-31 00:00:00+00:00,28.112433640069444,0.3,0.3602681048638783
2026-07-31 00:00:00+00:00,28.112433640069444,0.5,0.3822141539906273
2026-07-31 00:00:00+00:00,28.112433640069444,0.7,0.41402047554943694
2026-07-31 00:00:00+00:00,28.112433640069444,0.8,0.44070969373709107
2026-07-31 00:00:00+00:00,28.112433640069444,0.9,0.4855137362752346
2026-08-28 00:00:00+00:00,56.11243364006945,0.1,0.367214933821963
2026-08-28 00:00:00+00:00,56.11243364006945,0.2,0.36719999999999997
2026-08-28 00:00:00+00:00,56.11243364006945,0.3,0.37029226300582524
2026-08-28 00:00:00+00:00,56.11243364006945,0.5,0.39184838313074255
2026-08-28 00:00:00+00:00,56.11243364006945,0.7,0.42470605861071814
2026-08-28 00:00:00+00:00,56.11243364006945,0.8,0.4520699662243292
2026-08-28 00:00:00+00:00,56.11243364006945,0.9,0.5044088248327555
2026-09-25 00:00:00+00:00,84.11243364006945,0.1,0.3743
2026-09-25 00:00:00+00:00,84.11243364006945,0.2,0.3743
2026-09-25 00:00:00+00:00,84.11243364006945,0.3,0.3793852528237273
2026-09-25 00:00:00+00:00,84.11243364006945,0.5,0.39821508299410613
2026-09-25 00:00:00+00:00,84.11243364006945,0.7,0.4321809854686687
2026-09-25 00:00:00+00:00,84.11243364006945,0.8,0.4633133730362319
2026-09-25 00:00:00+00:00,84.11243364006945,0.9,0.5287994291140052
2026-12-25 00:00:00+00:00,175.11243364006944,0.1,0.4051521701538735
2026-12-25 00:00:00+00:00,175.11243364006944,0.2,0.4048
2026-12-25 00:00:00+00:00,175.11243364006944,0.3,0.40574015576223604
2026-12-25 00:00:00+00:00,175.11243364006944,0.5,0.42161406954137426
2026-12-25 00:00:00+00:00,175.11243364006944,0.7,0.4524083559485364
2026-12-25 00:00:00+00:00,175.11243364006944,0.8,0.4837786219320091
2026-12-25 00:00:00+00:00,175.11243364006944,0.9,0.5501657986742936
2027-03-26 00:00:00+00:00,266.11243364006947,0.1,0.41769734829592375
2027-03-26 00:00:00+00:00,266.11243364006947,0.2,0.41509999999999997
2027-03-26 00:00:00+00:00,266.11243364006947,0.3,0.4177142292584961
2027-03-26 00:00:00+00:00,266.11243364006947,0.5,0.4321579145881058
2027-03-26 00:00:00+00:00,266.11243364006947,0.7,0.4612387113367208
2027-03-26 00:00:00+00:00,266.11243364006947,0.8,0.4917566407678442
2027-03-26 00:00:00+00:00,266.11243364006947,0.9,0.5547014063450232
2027-06-25 00:00:00+00:00,357.11243364006947,0.1,0.4224882198984551
2027-06-25 00:00:00+00:00,357.11243364006947,0.2,0.41961046246413236
2027-06-25 00:00:00+00:00,357.11243364006947,0.3,0.42194842854619474
2027-06-25 00:00:00+00:00,357.11243364006947,0.5,0.43668927463161933
2027-06-25 00:00:00+00:00,357.11243364006947,0.7,0.4666699905743043
2027-06-25 00:00:00+00:00,357.11243364006947,0.8,0.49577515579650094
2027-06-25 00:00:00+00:00,357.11243364006947,0.9,0.5659452248964413
