expiry,actual_tenor,target_delta,iv,currency,snapshot_timestamp_utc
2026-07-07 00:00:00+00:00,0.3939351200925926,0.1,0.5024160416224992,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.2,0.49251806298132855,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.3,0.4871050885994548,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.5,0.49282266710556116,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.7,0.5077365949707022,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.8,0.5198517755044715,ETH,20260706_143244
2026-07-07 00:00:00+00:00,0.3939351200925926,0.9,0.5467846552847946,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.1,0.5072471876869321,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.2,0.49633243572719626,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.3,0.49245450571180444,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.5,0.4992529583267612,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.7,0.519848809437786,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.8,0.5370667910589411,ETH,20260706_143244
2026-07-08 00:00:00+00:00,1.3939351200925927,0.9,0.5684888997791647,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.1,0.5111199057994178,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.2,0.4998647951465083,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.3,0.4967499436186232,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.5,0.5023788690712783,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.7,0.5231860144956154,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.8,0.5442322239196523,ETH,20260706_143244
2026-07-09 00:00:00+00:00,2.3939351200925922,0.9,0.5871353538157038,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.1,0.5160103365895273,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.2,0.5042648093527907,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.3,0.5030145943089014,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.5,0.510500558857479,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.7,0.5325797916054451,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.8,0.5565819142862505,ETH,20260706_143244
2026-07-10 00:00:00+00:00,3.3939351200925927,0.9,0.6059828223868046,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.1,0.5054230041061157,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.2,0.49076240003700594,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.3,0.49005102365332,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.5,0.49912941141034806,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.7,0.5274504717278466,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.8,0.556163781069071,ETH,20260706_143244
2026-07-17 00:00:00+00:00,10.393935120092593,0.9,0.6221753701958559,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.1,0.5108381076897588,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.2,0.4971395570444354,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.3,0.49652612666795654,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.5,0.5026226743778027,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.7,0.530549953437809,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.8,0.5587742544605081,ETH,20260706_143244
2026-07-24 00:00:00+00:00,17.393935120092593,0.9,0.6306638813281652,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.1,0.5025995103701619,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.2,0.5004707861418631,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.3,0.5001955677956507,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.5,0.5059937286949834,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.7,0.5326456626555632,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.8,0.5630102589699334,ETH,20260706_143244
2026-07-31 00:00:00+00:00,24.393935120092593,0.9,0.6301093678339467,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.1,0.5130477984258428,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.2,0.5083,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.3,0.5082386704518139,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.5,0.5132025486627101,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.7,0.5380337520691463,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.8,0.5650649369064946,ETH,20260706_143244
2026-08-28 00:00:00+00:00,52.39393512009259,0.9,0.6316803971948416,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.1,0.5215066061915784,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.2,0.5188467039502377,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.3,0.518651169857044,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.5,0.5242354900417949,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.7,0.5479436701330075,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.8,0.5753412958794712,ETH,20260706_143244
2026-09-25 00:00:00+00:00,80.39393512009259,0.9,0.6377778349570263,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.1,0.5542332859687633,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.2,0.5485881330127991,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.3,0.5479165892575941,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.5,0.5520104909670017,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.7,0.5708629621593675,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.8,0.5944216477946674,ETH,20260706_143244
2026-12-25 00:00:00+00:00,171.3939351200926,0.9,0.6589013566393361,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.1,0.57457989422002,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.2,0.566869791133918,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.3,0.5666,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.5,0.5705625208929401,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.7,0.5893237054744966,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.8,0.6101612056839425,ETH,20260706_143244
2027-03-26 00:00:00+00:00,262.3939351200926,0.9,0.6635444716798943,ETH,20260706_143244
2027-06-25 00:00:00+00:00,353.3939351200926,0.1,0.5878886176041375,ETH,20260706_143244
2027-06-25 00:00:00+00:00,353.3939351200926,0.2,0.578290386391839,ETH,20260706_143244
